alias,char_id,updated_at,internal,card_type
ソラ&ギューラ ver.タイバニ2,3447,1690252096341,1,character
horned recruiter iyo/materials,2374,1703220315170,1,material
resounding narukami,4228,1703562380767,1,character
ひびきあうナルカミ,4228,1703562380768,1,character
hikari kujo,4450,1699419343547,1,character
miracle charmy draco,3404,1704200314782,1,character
great hero ragnus,5211,1700572098067,1,character
chocolatious hero toule,1403,1701577801426,1,character
laetitia,2135,1701527995327,1,character
puyoangel mask,3270,1703061273605,1,material
shadowed santa,3225,1708806052722,1,character
パイレーツジャージ,4444,1710603500459,1,material
stornum ver. hw,2088,1707177597108,1,character
satan ver. puyoangel,3270,1703061273610,1,character
診療所のあたり,2192,1703110491875,1,character
clinic atari,2192,1703110491873,1,character
resort work seo/materials,3311,1703110493412,1,material
bibliographer atari,1192,1703110492239,1,character
pumpkin,3017,1708470506294,1,character
バハール ver.u-17,4444,1710603500496,1,character
santa claude,3225,1708806052767,1,character
cblega,3382,1667137520863,,character
wsamitie,4382,1674739137549,,character
scharpy,3365,1670329407478,,character
mask the great,3375,1650808881606,1,character
ばれん隊員アージス,4273,1673569047513,1,character
gorgeous flower,5352,1651425886604,1,material
はなやかなお花,5352,1651425886606,1,material
はらぺこ巨大ザメ,2335,1652813710814,1,character
doraemon,2431,1674832090980,1,character
jjk crowlas,2438,1667658750727,,character
sogyura,3447,1668095234448,,character
rintaro suna,3386,1659476257798,1,character
ミサ,5098,1665891251832,1,character
江戸川コナン,1237,1659536258562,1,character
pperidu,3176,1672108978139,,character
ckawatarou,3345,1672493499778,,character
valentine aegis,4273,1673569047537,1,character
ptklug,5185,1672493826210,,character
cmeloro,1255,1676258806619,,character
sccarbuncle,1351,1672494125080,,character
nobita,4431,1665939320203,1,character
masaharu,4441,1672494830711,,character
nio,4441,1672494839874,,character
ドラえもん,2431,1674832090982,1,character
michelo,5125,1673648252081,1,character
cjpollux,4255,1675094997315,,character
steam city gogotte,1449,1678585509889,1,character
cure ringo,2451,1677857122280,,character
トロピカルなマント,2422,1672493525444,1,material
tropical lugo,2422,1672493525517,1,character
ptlidelle,3185,1672493837618,,character
ptseo,3189,1672493856346,,character
マスク・ザ・グレート,3375,1651005279795,1,character
jjk suzaku,1438,1672494157917,,character
tennis bahar,4444,1672494514336,,character
tennis salde,1444,1672494866998,,character
sharky michelo/materials,2335,1652813710816,1,material
valkyrie ms. accord,2358,1674832091012,1,character
戦乙女アコール先生,2358,1674832091013,1,character
micies saccharo,1106,1656739436579,1,character
ミセスサッカロ,1106,1656739436579,1,character
senichi,3153,1657461421794,1,character
ppisin,1176,1675095138030,,character
jin akutsu,3442,1673569047195,1,character
misa/materials,5098,1665891251833,1,material
のび太,4431,1665939320205,1,character
mcdraco,3404,1666444063321,,character
角名倫太郎,3386,1659476257798,1,character
kunimitsu,5441,1666584605859,,character
cblegamunt,3382,1667137543972,,character
korai hoshiumi,2346,1659476257809,1,character
ragnus ver. puyochron,5217,1653396921554,1,character
hannah,4066,1659534458648,1,character
ミラクルハンターリデル,4401,1673569646625,1,character
cure chico,4451,1677857134824,,character
蒸気都市のゴゴット,1449,1678585509892,1,character
ミラクルチャーミードラコ,3404,1704200314783,1,character
ときめくシャンファ,1318,1705592755167,1,character
すけとうだら ver.ドラえもん,2434,1684754419516,1,character
かなであうシグレ,5228,1696520384828,1,character
雨やどりジャァーン,2205,1686142803980,1,character
doc saitorisu/blue,2448,1686271228168,1,character
doc saitorisu,1448,1686271829088,1,character
doc saitorisu/red,1448,1686271829089,1,character
crimson enchanted mirror,1029,1686573670128,1,material
doppelganger arle,1029,1686573670138,1,character
あかいクリスタル,1029,1686573670140,1,material
year of the rabbit friede,2255,1704201515207,1,character
vacation ragnus/materials,5213,1686741690149,1,material
midwinter prince salde,4213,1686743494011,1,character
九条ひかり,4450,1699419343550,1,character
yoh,1163,1688301821107,1,character
司書官のあたり,1192,1703110492241,1,character
aoi todo,5436,1703073275578,1,character
ぷよ使徒のコア?,3270,1703061273627,1,material
pikari & shitori ver. t&b2,4447,1690251496009,1,character
よふかしのアルガー,4225,1696040340338,1,character
サンタクロード,3225,1708806052768,1,character
nightowl algar,4225,1696040340338,1,character
pulco,5075,1709527477553,1,character
みちびきのラフィーナ,5412,1704547814207,1,character
kitty strange klug,1263,1696836017117,1,character
剣士シグ,2079,1697722907489,1,character
影のあるサンタ,3225,1708806052724,1,character
ringo ver. cure white,2451,1699419343326,1,character
shiny luminous,4450,1699419343550,1,character
horned recruiter iyo,2374,1703220315186,1,character
チョコっと勇者のトゥール,1403,1701577801428,1,character
ぷよ使徒のお面,3270,1703061273611,1,material
puyoangel core?,3270,1703061273624,1,material
satan ver. puyoangel/materials,3270,1703061273625,1,material
warlock atari,3192,1703110491865,1,character
東堂葵,5436,1703073275580,1,character
魔法使いのあたり,3192,1703110491866,1,character
uncanny yue/materials,5258,1703312132344,1,material
alex,4055,1704547209871,1,character
ゲンブ,3092,1704549617233,1,character
okirakurage,3069,1710446284561,1,character
ミッケーナ,3172,1705704973980,1,character
draco ver. cure rouge,1409,1678017840601,1,character
水平線のクルーク,2311,1672437277119,1,character
horizonal klug,2311,1657766828838,1,character
トロピカルな兜(青),2422,1672493525475,1,material
トロピカルな兜(赤),2422,1672493525497,1,material
tropical lugo/materials,2422,1672493525497,1,material
sclaude,3225,1670465447326,,character
rdvelena,3403,1667140700900,,character
トロピカルなルゴー,2422,1672493525517,1,character
ptatari,4188,1672493866853,,character
toge,3437,1672494177239,,character
genichiro,1442,1672494553093,,character
tennis roquier,2444,1672494883067,,character
ecolo ver. enma daio/red,1369,1659476857793,1,character
hed ver. fukurodani academy high,4348,1659476857820,1,character
scgogotte,1449,1673404426696,,character
masque the great,3375,1651005279795,1,character
ecolo ver. enma daio,5369,1659477457864,1,character
の社員証,1180,1666603463748,1,material
satoru,2437,1667670698148,,character
gojo,2437,1667670707459,,character
full-bloom chiquita,4266,1673648847355,1,character
ジョゼ,3066,1659534458601,1,character
jungle guide kate,5352,1651425886600,1,character
shizuka,1431,1673650648834,1,character
powerful ragnus/materials,5034,1653396921684,1,material
gian,5431,1665939341957,1,character
megumi,2436,1677857150579,,character
golden tree archwarlock rozatte,4344,1658048233603,1,character
金樹の大魔法使いローザッテ,4344,1658048233603,1,character
yuji,4436,1672494211430,,character
gssylph,3173,1672494567461,,character
yukimura,3441,1672494924785,,character
belt the great,3375,1651005279789,1,material
masque the great/materials,3375,1651005279790,1,material
ベルト・ザ・グレート,3375,1651005279790,1,material
keigo atobe,2441,1661167087430,1,character
跡部景吾,2441,1661167087431,1,character
genichiro sanada,1442,1673567847070,1,character
htfrya,5225,1670517769309,,character
doc saitorisu/purple,5448,1686270625305,1,character
yuji itadori,4436,1688569441149,1,character
真紅の魔鏡,1029,1686573670140,1,material
mars,1089,1689943017840,1,character
fangzhang,1077,1707555729161,1,character
valkyrie doppelganger arle,1293,1703076284427,1,character
zero's employee id card,1180,1703109890641,1,material
lemres ver. doraemon,2433,1684754419570,1,character
レムレス ver.ドラえもん,2433,1684754419571,1,character
rain-sheltering jarne/materials,2205,1686142803976,1,material
steam city harpy,3365,1709742923162,1,character
蒸気都市のハーピー,3365,1709742923166,1,character
frau,5013,1689468343442,1,character
doc saitorisu/yellow,4448,1686271226176,1,character
ocean prince,4006,1704237520789,1,character
doc saitorisu/green,3448,1686271227212,1,character
pearly prince isin,1176,1690105667959,1,character
stardrift ribbon,1273,1705637163460,1,material
七海建人,4438,1688830462042,1,character
midwinter prince salde/materials,4213,1686743494011,1,material
huge stocking,4225,1696040340358,1,material
pikari kid & shitori cat,4447,1690251496016,1,character
ecolomi,2292,1688303021441,1,character
grandpa ecolo,3292,1688303021517,1,character
シャイニールミナス,4450,1699419343551,1,character
虎杖悠仁,4436,1688569441151,1,character
stardrift onion pixie & oniko/materials,1273,1705637163463,1,material
risukuma ver. jujutsu high,4439,1689434739543,1,character
りすくま ver.呪術高専,4439,1689434739544,1,character
ほしめぐりのリボン,1273,1705637163464,1,material
ryoma echizen,1441,1705637763800,1,character
stardrift onion pixie & oniko,1273,1705637163446,1,character
accursed rabbit,2255,1704201515157,1,character
ポーラ,3085,1705026866944,1,character
marble cosmo nasos,2226,1711285777593,1,character
マーブルコスモのナソス,2226,1711285777596,1,character
キザなのろいうさぎ,2255,1704201515169,1,character
harmony hat,5228,1696520384804,1,material
harmonizing shigure/materials,5228,1696520384807,1,material
にゃんこのあやしいクルーク,1263,1696836017117,1,character
swordfighter lidelle,3079,1697722907420,1,character
sid,5145,1708893706422,1,character
りんご ver.キュアホワイト,2451,1699419343328,1,character
chico ver. shiny luminous,4451,1699419343431,1,character
knitwork frau,1227,1703632591593,1,character
steam city carbuncle,1351,1700056012766,1,character
蒸気都市のカーバンクル,1351,1700056012766,1,character
戦乙女ドッペルゲンガーアルル,1293,1703076284437,1,character
genbu,3092,1704549617232,1,character
キリン,5092,1704549617676,1,character
ほしめぐりのおにおん&おに子,1273,1705637163449,1,character
越前リョーマ,1441,1705637763802,1,character
celestial blade legamunt,3382,1710200782754,1,character
星剣のレガムント,3382,1710200782755,1,character
真田弦一郎,1442,1673567847072,1,character
めぐりあいのアリィ,2266,1673568446814,1,character
レガムント,4203,1673648252669,1,character
ecolo ver. enma daio/blue,2369,1659476857844,1,character
密林ガイドのケイト,5352,1651425886601,1,character
ジャイアン,5431,1665939341958,1,character
mcnasos,2226,1675822521891,,character
wishing star amitie,4382,1673718448949,1,character
しずか,1431,1673650648835,1,character
ねがいぼしのアミティ,4382,1673718448950,1,character
kitty aya,1263,1677032337352,,character
tropical cloak,2422,1672493525444,1,material
tropical helmet (blue),2422,1672493525475,1,material
tropical helmet (red),2422,1672493525497,1,material
tlugo,2422,1672493534589,,character
ptroquier,5188,1672493877566,,character
sccarby,1351,1667178835968,,character
ルシアン,1145,1673567846616,1,character
kornaby,3446,1677959142449,,character
jungle guide kate/materials,5352,1651425886605,1,material
ecolo,4022,1656729836525,1,character
strange klug,1022,1678601111332,1,character
faketoudara,5402,1648784645184,1,character
amitie (fever),1185,1648825445763,1,character
アミティ (フィーバー),1185,1648825445771,1,character
satan,3022,1656729836541,1,character
lidelle (fever),3185,1648829045801,1,character
リデル (フィーバー),3185,1648829045803,1,character
raffina (fever),4185,1648830245797,1,character
ラフィーナ (フィーバー),4185,1648830245798,1,character
チョコわるなハット,3345,1649542456851,1,material
サタン,3022,1656729836541,1,character
eriaski,2172,1698033146199,1,character
primp town raffina,4185,1699947398850,1,character
プリンプタウンのラフィーナ,4185,1699947398851,1,character
primp town klug,5185,1699947999025,1,character
eva unit-08β,4429,1692504164758,1,character
ゼロ,1180,1703109890654,1,character
hachi's employee id card,2184,1706108839488,1,material
エコロノスケ,5292,1688303021606,1,character
eva unit-08β wille custom,4429,1692504164756,1,character
steam city chico,5364,1682905605448,1,character
蒸気都市のチコ,5364,1682905605449,1,character
shijima,5160,1699653366586,1,character
きいろの宝玉,4063,1710976135333,1,material
すけとうだら,1006,1706491679221,1,character
pollunrisu/green,3453,1686271227218,1,character
